gene_id	ERS490437	ERS494394	ERS490331	ERS490187	ERS488920	ERS488625	ERS490542	ERS494445	ERS494173	ERS494518	ERS488573	ERS488299	ERS490659	ERS494332	ERS489074	ERS488547	ERS490743	ERS490269	ERS489339	ERS489164	ERS491424	ERS490396	ERS489677	ERS489136	ERS489585	ERS488332	ERS494583
P9301_00451 	1	0	0	0	1	0	15	0	1	0	28	0	14	36	0	37	4	0	0	1	0	6	0	8	1	0	0
P9301_00461 	177	31	0	0	503	503	430	11	224	28	855	0	357	290	78	1669	273	4	246	1247	1	697	304	343	233	0	0
P9301_00471 	384	24	16	0	1320	227	268	31	340	27	524	0	385	354	34	1110	266	0	99	263	0	1921	47	148	163	0	2
P9301_00481 	62	0	0	0	425	47	45	2	34	2	61	0	63	28	66	226	53	0	362	152	0	221	12	169	128	0	0
P9301_00491 	14	0	16	0	82	114	21	59	122	0	49	0	54	92	0	69	35	0	0	10	0	227	33	12	35	0	0
P9301_00501 	48	17	0	0	631	50	34	10	92	5	64	0	58	12	2	182	47	0	2	64	0	171	49	8	52	0	0
P9301_00511 	240	8	0	0	491	237	295	47	197	1	748	0	390	378	48	1188	136	0	90	302	1	1300	269	178	64	0	0
P9301_00521 	7	0	0	0	31	0	24	0	13	0	45	0	22	14	0	159	0	0	0	0	0	110	16	0	0	0	0
P9301_00531 	25	0	0	0	133	55	23	0	15	0	72	0	21	17	1	220	35	0	125	58	0	76	9	90	34	0	0
P9301_00541 	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_00551 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_00561 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_00571 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_00581 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_00591 	23	0	0	0	4095	30	31	0	19	0	88	0	48	10	28	214	37	0	155	15	0	52	85	280	29	0	0
P9301_00601 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_00611 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
P9301_00621 	5	0	0	0	212	0	6	0	6	0	14	0	6	0	0	17	4	0	3	10	0	10	0	6	0	0	0
P9301_00631 	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
P9301_00641 	4	0	0	0	41	0	0	0	0	0	12	0	7	0	0	14	0	0	0	0	0	0	0	3	0	0	0
P9301_00651 	0	0	0	0	0	0	6	0	0	0	7	0	0	0	1	14	0	0	0	6	0	14	0	0	0	0	0
P9301_00661 	220	0	1	0	82	138	242	4	140	0	1262	0	314	10	6	1060	185	0	210	294	0	1077	8	8	0	0	0
P9301_00671 	10	0	0	0	0	0	0	0	1	0	14	0	3	0	0	17	7	0	0	22	0	53	1	0	0	0	0
P9301_00681 	37	0	0	0	2097	0	25	0	39	0	77	0	46	24	54	98	112	0	166	152	0	52	33	282	143	0	0
P9301_00691 	52	11	0	0	601	108	72	0	50	0	133	0	68	30	48	266	90	0	167	83	0	257	30	220	171	0	0
P9301_00701 	45	5	30	0	0	80	4	4	43	0	22	0	17	49	0	149	12	0	35	37	0	232	1	20	2	0	0
P9301_00711 	172	30	0	0	616	388	125	2	153	1	457	0	217	303	22	788	307	0	254	421	0	935	282	102	20	0	2
P9301_00721 	11	0	0	0	23	31	12	0	12	0	24	0	10	8	0	65	30	0	0	35	0	116	58	4	0	0	0
P9301_00731 	2	0	0	0	9	18	7	0	1	0	51	0	7	3	4	53	9	0	0	34	0	19	39	5	0	0	0
P9301_00741 	370	22	0	0	5172	332	607	12	284	3	1366	0	532	454	87	2941	413	0	276	643	0	622	354	1064	187	0	0
P9301_00751 	27	0	0	0	22	0	11	0	68	0	14	0	7	54	0	114	37	0	24	45	0	147	14	7	0	0	0
P9301_00761 	244	25	0	0	333	440	268	0	388	0	706	1	262	462	6	1972	232	0	307	259	0	659	39	189	54	0	0
P9301_00771 	90	0	0	0	64	89	75	4	72	0	228	0	66	100	22	537	24	0	101	104	0	445	47	22	0	0	0
P9301_00781 	35	0	0	0	12	32	10	0	9	0	31	0	5	27	0	144	11	0	17	43	0	142	26	14	0	0	0
P9301_00791 	277	0	0	1	457	206	226	3	203	0	752	0	136	344	0	2027	91	0	93	170	0	455	87	45	2	0	0
P9301_00801 	3	0	0	0	99	26	4	0	6	0	10	0	2	26	3	4	4	0	0	0	0	3	0	17	0	0	0
P9301_00811 	20	8	0	0	37	9	30	0	57	0	80	0	31	74	14	175	28	0	48	39	0	175	28	6	1	0	0
P9301_00821 	53	12	0	0	87	55	44	1	48	0	69	0	39	159	0	405	51	0	5	130	0	308	56	66	0	0	0
P9301_00831 	99	0	19	0	80	32	103	0	116	0	248	0	77	128	0	804	57	0	170	217	0	539	76	11	53	0	0
P9301_00841 	1157	47	58	1	1089	2174	1202	52	1007	3	3651	0	1332	1255	70	10381	718	1	1438	2572	0	4502	1381	347	233	1	0
P9301_00851 	0	0	0	0	12	0	2	0	7	0	3	0	4	0	0	13	1	0	0	7	0	0	0	0	0	0	0
P9301_00861 	3	6	0	0	87	61	54	1	62	0	759	0	66	153	17	790	91	0	272	648	0	116	346	68	41	0	0
P9301_00871 	0	0	0	0	148	0	0	0	0	0	15	0	2	0	0	2	8	0	0	13	0	0	0	7	0	0	0
P9301_00881 	27	0	2	0	57	58	38	2	35	0	312	0	119	40	6	230	124	0	212	369	0	498	327	25	18	0	0
P9301_00891 	18	0	0	0	63	41	24	0	19	0	63	0	35	0	2	146	19	0	41	33	0	47	1	3	0	0	0
P9301_00901 	0	0	10	0	34	1	0	0	5	0	4	0	3	0	0	16	1	0	0	23	0	57	0	9	0	0	0
P9301_00911 	12	0	0	0	20	0	1	0	6	3	15	0	10	70	0	23	0	0	0	20	0	72	0	0	0	0	0
P9301_00921 	3	0	0	0	10	0	2	0	1	0	8	0	5	0	0	25	0	0	0	0	0	14	0	0	0	0	0
P9301_00931 	26	0	0	0	55	1	8	0	17	0	79	0	21	57	0	122	54	0	30	65	0	166	14	12	0	0	0
P9301_00941 	7	8	0	0	21	0	7	0	21	0	7	0	11	47	0	50	1	0	0	0	0	32	1	0	0	0	0
P9301_00951 	40	20	0	0	139	2	58	0	34	0	64	0	43	158	0	146	34	0	14	43	0	83	22	85	42	0	0
P9301_00961 	12	0	0	0	34	40	9	0	9	0	24	0	29	8	14	37	29	0	5	11	0	33	0	1	9	0	0
P9301_00971 	70	4	0	0	196	62	75	0	119	0	102	0	96	139	8	389	62	0	27	93	0	205	3	32	0	0	0
P9301_00981 	72	9	0	0	1118	1	66	0	32	0	269	0	30	39	13	554	64	0	64	60	0	37	24	35	0	0	0
P9301_00991 	0	0	0	0	805	0	13	0	3	0	40	0	11	17	1	52	8	0	40	31	0	5	88	43	0	0	0
P9301_01001 	16	0	0	0	197	0	20	0	21	0	43	0	19	69	0	97	61	0	21	26	0	73	46	17	0	0	0
P9301_01011 	4	0	0	0	0	0	14	0	2	0	23	0	11	22	0	52	8	0	0	34	0	16	10	7	0	0	0
P9301_01021 	62	1	0	0	320	104	40	19	62	10	117	0	134	114	27	255	146	0	5	102	0	295	72	64	138	0	0
P9301_01031 	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
P9301_01041 	10	0	0	0	64	18	21	11	12	0	33	0	19	12	2	120	13	0	0	0	0	81	12	3	21	0	0
P9301_01051 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_01061 	7	0	0	0	1	0	7	0	0	0	9	0	3	0	0	45	6	0	0	0	0	20	0	1	2	0	0
P9301_01071 	14	0	0	0	34	11	33	0	20	2	74	0	27	12	0	103	6	0	1	57	0	51	31	0	68	0	0
P9301_01081 	47	6	0	0	1	0	46	0	71	1	65	0	84	1	0	236	41	0	52	49	0	246	0	1	1	0	0
P9301_01091 	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	2	0	0	9	0	0	0	0	0	0	0
P9301_01101 	64	2	0	0	161	33	51	0	48	0	140	0	62	76	0	327	21	0	12	63	0	49	35	17	0	0	0
P9301_01111 	3	0	0	0	38	22	4	0	9	0	18	0	3	0	9	69	2	0	0	13	0	18	25	0	0	0	0
P9301_01121 	3	0	0	0	24	0	15	0	17	0	23	0	10	39	0	34	3	0	7	4	0	106	0	0	0	0	0
P9301_01131 	123	0	0	0	46	165	75	0	71	0	276	0	78	98	1	818	47	0	167	199	0	349	0	81	3	0	0
P9301_01141 	40	10	0	0	8	0	28	9	38	0	46	0	47	54	0	96	24	0	0	7	0	141	0	0	0	0	0
P9301_01151 	53	0	1	0	126	56	52	0	41	10	109	0	80	49	22	317	104	0	83	78	0	198	19	28	0	0	0
P9301_01161 	42	0	0	0	194	2	23	0	33	0	127	0	34	35	0	230	29	0	18	65	0	77	37	27	0	0	0
P9301_01171 	124	5	12	0	773	35	112	14	84	10	121	0	109	202	10	312	34	3	21	33	0	478	88	34	89	0	0
P9301_01181 	3	0	0	0	16	0	1	0	2	0	16	0	0	0	0	2	2	0	0	24	0	30	21	0	0	0	0
P9301_01191 	25	0	0	0	0	0	17	0	7	0	10	0	13	0	0	72	1	0	0	4	0	18	0	0	0	0	1
P9301_01201 	20	0	0	0	12	0	5	0	29	0	3	0	12	2	0	105	12	1	9	21	0	70	3	2	0	0	0
P9301_01211 	30	11	0	0	0	44	25	0	21	0	70	0	20	0	4	254	18	2	15	59	0	144	6	3	0	0	0
P9301_01221 	5102	279	88	0	1755	3637	6560	591	2359	335	11558	0	7165	1711	72	36721	2400	45	608	1844	0	9605	926	307	215	0	46
P9301_01231 	28	5	0	0	55	28	31	7	12	0	45	0	33	0	3	82	21	0	0	14	0	113	22	14	34	0	1
P9301_01241 	172	20	40	0	56	22	135	24	262	15	113	0	224	448	0	655	116	0	58	30	0	1405	48	7	69	0	1
P9301_01251 	18	0	37	0	62	0	36	4	17	8	61	0	18	4	0	149	6	0	0	12	0	226	12	0	0	0	0
P9301_01261 	36	0	1	0	208	16	72	0	146	0	123	0	80	102	0	324	67	0	0	80	0	229	0	30	0	0	0
P9301_01271 	18	0	0	0	311	0	10	0	6	0	22	0	5	32	0	75	5	0	24	18	0	22	7	11	0	0	0
P9301_01281 	92	0	0	0	106	86	57	0	21	0	62	0	22	21	0	465	26	0	9	12	0	160	13	6	0	0	0
P9301_01291 	54	0	1	0	80	31	32	0	37	0	82	0	53	0	0	476	43	0	52	34	0	205	13	28	76	0	0
P9301_01301 	128	7	0	0	21	31	30	0	47	0	96	0	49	6	0	299	54	0	2	23	0	253	0	35	31	0	0
P9301_01311 	138	19	0	0	176	208	121	1	139	0	332	1	149	178	1	1237	119	0	183	188	0	745	211	50	98	0	1
P9301_01321 	2094	25	50	0	893	3136	1535	21	1446	26	5077	2	1731	2457	99	16242	988	0	1307	3685	0	7031	1692	525	239	0	1
P9301_01331 	109	4	59	0	189	115	258	4	60	0	474	0	120	158	0	1243	69	0	32	144	0	442	13	32	0	0	0
P9301_01341 	151	1	0	0	658	432	95	0	162	0	603	0	119	135	10	1786	84	0	189	741	0	830	520	163	95	0	0
P9301_01351 	24	0	0	0	109	0	23	0	46	0	52	0	22	0	7	155	37	0	82	80	0	176	9	16	0	0	0
P9301_01361 	0	0	0	0	15	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
P9301_01371 	45	8	0	0	57	38	63	0	146	0	198	0	160	225	14	546	58	1	31	104	0	478	0	16	0	0	0
P9301_01381 	1	0	0	0	0	0	1	0	3	0	8	0	7	0	0	14	0	0	0	0	0	15	0	0	0	0	0
P9301_01391 	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P9301_01401 	41	7	0	0	56	34	33	0	7	0	89	0	25	0	18	308	54	0	2	57	0	12	12	45	0	0	0
P9301_01411 	11	0	0	0	15	36	12	0	10	0	67	0	19	25	9	218	10	0	41	40	0	83	19	4	0	0	0
P9301_01421 	20	0	0	0	74	26	16	0	18	2	57	0	23	26	0	142	7	0	91	87	0	64	7	11	0	0	0
P9301_01431 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_01441 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_01451 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_01461 	0	0	0	0	21	0	5	0	0	0	14	0	1	0	0	27	5	0	0	6	0	17	1	0	0	0	0
P9301_01471 	33	0	0	0	11	111	74	6	18	0	344	0	129	106	0	1047	96	0	44	179	1	247	270	6	0	0	0
P9301_01481 	3	0	0	0	0	0	0	0	0	0	2	0	3	0	0	5	0	0	0	11	0	13	0	6	0	0	0
P9301_01491 	9	0	0	0	15	0	0	0	11	0	12	0	11	54	0	64	4	0	36	7	0	42	0	5	0	0	0
P9301_01501 	82	0	15	0	138	26	55	0	56	2	180	0	97	42	1	505	61	0	94	63	0	241	84	47	19	0	0
P9301_01511 	207	0	0	0	188	167	354	12	166	9	507	0	430	274	13	1691	246	0	68	103	0	369	74	72	2	0	0
P9301_01521 	9	0	0	0	122	0	1	0	12	0	8	0	5	0	7	30	43	0	99	56	0	25	4	31	0	0	0
P9301_01531 	194	2	0	0	53	27	134	7	86	9	61	0	197	76	0	283	88	0	0	65	0	519	0	0	0	0	0
P9301_01541 	31	0	0	0	21	0	48	0	32	0	23	0	43	21	0	113	60	0	28	38	0	127	0	0	0	0	0
P9301_01551 	8	0	0	0	27	0	1	0	0	4	11	0	10	0	0	11	4	0	0	0	0	12	0	0	0	0	0
P9301_01561 	2	0	0	0	12	0	2	0	6	0	11	0	13	0	0	19	8	0	13	18	0	13	0	2	0	0	0
P9301_01571 	5	0	0	0	0	0	4	0	2	0	0	0	1	0	0	11	5	0	52	0	0	20	0	0	0	0	0
P9301_01581 	0	0	0	0	16	0	6	0	0	0	0	0	0	0	0	7	0	0	0	15	0	1	0	0	0	0	0
P9301_01591 	1	0	0	0	3	0	3	0	3	7	0	0	4	0	0	11	5	0	0	12	0	1	0	0	0	0	0
P9301_01601 	6	0	0	0	0	1	3	0	0	0	6	0	4	0	0	1	0	0	0	0	0	18	0	7	0	0	0
P9301_01611 	76	13	10	0	203	0	101	11	218	17	136	0	121	418	0	337	292	0	71	79	0	566	68	12	75	0	0
P9301_01621 	83	12	0	0	91	369	119	0	275	0	346	0	144	586	8	1661	80	0	130	90	0	515	142	92	1	0	0
P9301_01631 	419	35	0	0	765	779	759	7	965	1	1979	0	767	919	45	6446	354	0	253	482	0	2123	298	220	20	0	1
P9301_01641 	69	19	0	0	646	125	69	5	94	0	242	0	122	68	4	672	71	0	42	185	0	284	138	177	11	0	0
P9301_01651 	75	0	0	0	822	220	69	10	169	0	349	1	117	302	19	827	46	0	139	347	0	172	183	222	28	0	0
P9301_01661 	266	0	0	0	151	314	111	11	148	11	332	0	108	97	6	1149	59	0	213	185	0	354	0	163	1	0	0
P9301_01671 	80	0	0	0	37	52	101	0	91	0	150	0	77	94	0	369	46	0	0	85	0	197	7	11	0	0	1
P9301_01681 	513	28	1	1	833	755	702	39	491	31	1760	1	807	794	78	4663	622	0	260	832	0	1318	297	606	1	0	1
P9301_01691 	1	0	0	0	679	42	12	0	8	0	61	0	31	0	0	149	114	0	43	194	0	17	17	235	11	0	0
P9301_01701 	0	0	0	0	39	1	0	0	0	0	6	0	9	0	0	11	9	0	0	0	0	0	0	8	0	0	0
P9301_01711 	125	8	0	0	171	100	60	0	42	0	124	0	70	123	0	324	89	0	0	29	0	320	53	5	0	0	0
P9301_01721 	23	2	0	0	196	0	26	15	37	0	58	0	53	20	0	104	30	0	36	14	0	169	31	10	0	0	0
P9301_01731 	208	9	0	0	833	50	254	66	285	16	487	0	299	23	4	786	818	0	132	352	0	929	69	64	0	0	0
P9301_01741 	18	0	0	0	12	0	5	0	5	0	7	0	6	0	0	44	1	0	0	0	0	26	0	0	0	0	0
P9301_01751 	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_01761 	3	0	0	0	0	0	6	0	0	0	1	0	2	0	0	5	0	0	0	0	0	20	0	0	0	0	0
P9301_01771 	11	3	0	0	17	30	1	0	0	0	18	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0
P9301_01781 	0	0	0	0	0	0	4	0	1	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0
P9301_01791 	33	6	0	0	79	87	109	0	6	0	95	0	68	0	0	271	11	0	17	13	0	13	0	10	55	0	0
P9301_01801 	30	0	0	0	98	44	31	0	31	4	98	0	42	65	0	219	8	0	14	11	0	92	64	1	22	0	0
P9301_01811 	17	0	0	0	64	33	2	0	8	0	2	0	9	0	10	71	7	0	14	32	0	6	18	9	82	0	0
P9301_01821 	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
P9301_01831 	34	2	0	0	39	45	10	0	6	0	192	0	20	19	0	209	30	0	42	177	0	101	158	12	0	0	0
P9301_01841 	833	101	57	0	2751	1059	797	126	931	40	1986	0	1176	1335	170	5263	783	0	1000	2257	0	3959	1574	921	433	0	1
P9301_01851 	2	0	0	0	31	0	11	0	5	0	25	0	8	0	10	49	6	0	0	10	0	52	0	0	0	0	0
P9301_01861 	17	0	19	0	1	0	31	0	87	0	41	0	65	71	0	108	23	0	0	11	0	329	28	0	0	0	0
P9301_01871 	5	3	0	0	29	0	0	0	0	0	7	0	4	0	0	18	1	0	0	0	0	17	0	1	0	0	0
P9301_01881 	318	9	0	0	187	200	277	33	236	4	881	0	510	165	28	1965	369	0	193	354	0	1400	166	4	0	0	0
P9301_01891 	131	0	0	0	1390	54	122	37	184	0	258	0	114	124	0	734	107	0	160	152	0	680	72	97	0	0	0
P9301_01901 	96	2	0	0	160	0	141	0	78	0	367	0	84	19	1	1111	47	0	0	82	0	414	25	21	0	0	0
P9301_01911 	69	2	0	0	585	0	35	0	86	0	94	0	80	70	24	382	107	0	0	74	0	157	40	11	2	0	0
P9301_01921 	1229	103	62	0	1657	1609	2367	53	876	0	3848	1	1765	1055	111	11017	738	6	701	1130	1	3661	620	403	292	0	0
P9301_01931 	43	0	0	0	57	71	34	0	27	0	128	0	56	41	0	453	41	0	149	183	0	276	25	13	1	0	0
P9301_01941 	10	0	0	0	223	0	10	0	24	0	22	0	29	0	4	183	32	0	84	28	0	66	1	50	0	0	0
P9301_01951 	22	0	0	0	141	0	10	0	35	0	40	0	18	66	0	127	40	0	34	72	0	54	51	48	25	0	0
P9301_01961 	8	0	0	0	75	43	3	0	6	0	22	0	6	33	0	41	14	0	26	33	0	30	19	0	0	0	0
P9301_01971 	15	0	0	0	88	53	22	0	35	0	181	0	43	0	11	139	30	0	101	172	0	288	151	7	0	0	0
P9301_01981 	78	12	0	0	120	0	71	21	151	9	245	0	107	190	41	493	130	0	73	156	0	464	98	33	59	0	0
P9301_01991 	32	0	29	0	36	4	50	0	64	6	80	0	85	7	12	82	18	0	41	19	0	177	0	0	0	0	0
P9301_02001 	407	27	3	0	815	203	423	23	124	10	1139	0	568	350	71	2986	330	0	224	525	0	961	333	213	71	0	0
P9301_02011 	3	0	0	0	37	0	0	0	3	0	8	0	0	0	0	46	0	0	40	20	0	15	0	8	0	0	0
P9301_02021 	18	0	0	0	52	0	8	0	13	0	18	0	0	15	1	54	6	0	53	88	0	22	55	13	0	0	0
P9301_02031 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
P9301_02041 	13	0	0	0	73	1	6	0	10	0	48	0	5	0	0	69	10	0	3	17	0	43	0	17	0	0	0
P9301_02051 	146	9	0	0	706	156	98	0	54	0	216	0	82	190	10	626	104	0	57	318	0	352	162	223	132	0	0
P9301_02061 	60	7	0	0	713	28	36	0	32	7	57	0	36	109	33	227	31	0	0	131	0	353	72	141	127	0	0
P9301_02071 	307	8	56	0	1203	113	157	0	233	0	350	0	186	196	64	979	310	0	188	229	0	1745	280	274	139	0	0
P9301_02081 	13	0	0	0	21	0	7	0	2	0	13	0	12	103	3	53	0	0	0	10	0	226	0	1	1	0	0
P9301_02091 	282	9	0	0	211	176	216	0	139	0	544	0	178	103	43	1617	176	0	31	202	0	463	93	16	65	0	1
P9301_02101 	8	0	0	0	19	51	28	0	23	0	14	0	31	4	0	70	34	0	30	6	0	80	0	4	0	0	0
P9301_02111 	221	6	40	0	1100	138	187	34	169	0	545	0	234	183	45	1474	249	0	488	641	0	719	163	318	379	0	0
P9301_02121 	11	1	0	0	674	0	9	0	13	0	17	0	18	17	26	47	16	0	0	35	0	68	0	25	98	0	0
P9301_02131 	22	0	22	0	162	75	12	0	10	0	52	0	20	30	0	111	17	0	73	41	0	118	74	53	59	0	0
P9301_02141 	17	3	0	0	59	65	31	1	21	0	44	0	12	35	11	219	10	0	0	5	0	51	46	0	44	0	0
P9301_02151 	103	5	96	0	74	80	236	11	236	2	1327	0	525	111	6	535	145	0	134	282	0	1586	490	1	0	0	0
P9301_02161 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P9301_02171 	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
